extend_cycle_num_num	sample_num	file_name	global_rmsd	chai_score	extend_length
extendlen_25_cycle_3_6_C	1	extendlen_25_cycle_3_6_sample1.cif	9.271382332501082	0.16963376104831696	25
extendlen_38_cycle_2_8_C	2	extendlen_38_cycle_2_8_sample2.cif	8.929274948917257	0.1659092903137207	38
extendlen_28_cycle_3_0_C	1	extendlen_28_cycle_3_0_sample1.cif	8.424746505242231	0.1747252196073532	28
extendlen_31_cycle_4_2_C	1	extendlen_31_cycle_4_2_sample1.cif	9.753532610142878	0.16530869901180267	31
extendlen_32_cycle_3_6_C	1	extendlen_32_cycle_3_6_sample1.cif	9.63167746132326	0.168779656291008	32
extendlen_32_cycle_1_3_C	1	extendlen_32_cycle_1_3_sample1.cif	9.899833732104478	0.16475573182106018	32
extendlen_27_cycle_4_3_C	1	extendlen_27_cycle_4_3_sample1.cif	7.501432299525995	0.17238803207874298	27
extendlen_28_cycle_3_0_C	2	extendlen_28_cycle_3_0_sample2.cif	8.045014888459011	0.17179463803768158	28
extendlen_28_cycle_4_2_C	1	extendlen_28_cycle_4_2_sample1.cif	9.821046524165968	0.16632330417633057	28
extendlen_27_cycle_1_1_C	2	extendlen_27_cycle_1_1_sample2.cif	9.554902345453407	0.16394685208797455	27
extendlen_28_cycle_3_2_C	1	extendlen_28_cycle_3_2_sample1.cif	8.39501054641681	0.1647285670042038	28
extendlen_25_cycle_5_6_C	1	extendlen_25_cycle_5_6_sample1.cif	9.651044118680565	0.16671566665172577	25
extendlen_25_cycle_3_0_C	2	extendlen_25_cycle_3_0_sample2.cif	8.907032146908534	0.17607258260250092	25
extendlen_35_cycle_4_3_C	2	extendlen_35_cycle_4_3_sample2.cif	9.30369260080773	0.16693632304668427	35
extendlen_26_cycle_2_2_C	2	extendlen_26_cycle_2_2_sample2.cif	9.040804012803342	0.1697368323802948	26
extendlen_26_cycle_1_4_C	1	extendlen_26_cycle_1_4_sample1.cif	8.049606603269522	0.16432012617588043	26
extendlen_34_cycle_1_8_C	2	extendlen_34_cycle_1_8_sample2.cif	9.336286829853066	0.16482558846473694	34
extendlen_30_cycle_3_1_C	2	extendlen_30_cycle_3_1_sample2.cif	9.827926677684008	0.16628235578536987	30
extendlen_30_cycle_4_6_C	1	extendlen_30_cycle_4_6_sample1.cif	8.920345206902093	0.1632002294063568	30
extendlen_30_cycle_3_5_C	2	extendlen_30_cycle_3_5_sample2.cif	9.84749073240659	0.17404678463935852	30
