extend_cycle_num_num	sample_num	file_name	global_rmsd	chai_score
extendlen_30_cycle_2_1	2	extendlen_30_cycle_2_1_sample2.cif	0.8774261837282693	0.1833285540342331
extendlen_27_cycle_4_7	1	extendlen_27_cycle_4_7_sample1.cif	0.8931681737310428	0.17584745585918427
extendlen_32_cycle_5_7	2	extendlen_32_cycle_5_7_sample2.cif	1.3204383069073886	0.1730915904045105
extendlen_27_cycle_3_3	2	extendlen_27_cycle_3_3_sample2.cif	1.1254525429025592	0.17401257157325745
extendlen_29_cycle_1_0	1	extendlen_29_cycle_1_0_sample1.cif	1.140927590130449	0.16319559514522552
extendlen_27_cycle_4_5	1	extendlen_27_cycle_4_5_sample1.cif	1.0005949272583279	0.18465642631053925
extendlen_36_cycle_2_6	1	extendlen_36_cycle_2_6_sample1.cif	0.6539621409370845	0.18046610057353973
extendlen_26_cycle_2_1	1	extendlen_26_cycle_2_1_sample1.cif	1.333127592228153	0.16902589797973633
extendlen_25_cycle_5_0	2	extendlen_25_cycle_5_0_sample2.cif	0.9590625136594781	0.1784561723470688
extendlen_33_cycle_4_8	2	extendlen_33_cycle_4_8_sample2.cif	0.7761499606599225	0.1640091985464096
extendlen_30_cycle_2_1	1	extendlen_30_cycle_2_1_sample1.cif	1.2584447560461738	0.18180781602859497
extendlen_25_cycle_5_0	1	extendlen_25_cycle_5_0_sample1.cif	0.7076191074181413	0.18323276937007904
extendlen_26_cycle_2_2	1	extendlen_26_cycle_2_2_sample1.cif	0.7405797227027209	0.17196224629878998
extendlen_38_cycle_4_6	1	extendlen_38_cycle_4_6_sample1.cif	0.6948266135570842	0.18671582639217377
extendlen_27_cycle_4_6	2	extendlen_27_cycle_4_6_sample2.cif	1.4365552916090403	0.18457414209842682
extendlen_28_cycle_1_9	2	extendlen_28_cycle_1_9_sample2.cif	0.6883288622362425	0.17722170054912567
extendlen_29_cycle_1_0	2	extendlen_29_cycle_1_0_sample2.cif	1.1420151874221165	0.17954300343990326
extendlen_38_cycle_4_6	2	extendlen_38_cycle_4_6_sample2.cif	0.9263074574037542	0.1763758659362793
extendlen_28_cycle_3_3	1	extendlen_28_cycle_3_3_sample1.cif	0.990190263971787	0.16564738750457764
extendlen_26_cycle_3_7	2	extendlen_26_cycle_3_7_sample2.cif	0.6845241700672242	0.1755305379629135
extendlen_27_cycle_4_6	1	extendlen_27_cycle_4_6_sample1.cif	0.897027262419646	0.18385252356529236
extendlen_26_cycle_5_4	2	extendlen_26_cycle_5_4_sample2.cif	1.083478093723585	0.18370839953422546
extendlen_27_cycle_5_0	2	extendlen_27_cycle_5_0_sample2.cif	0.63400723024934	0.16790923476219177
extendlen_27_cycle_1_5	1	extendlen_27_cycle_1_5_sample1.cif	1.2494852873615492	0.168961763381958
extendlen_27_cycle_1_5	2	extendlen_27_cycle_1_5_sample2.cif	1.3483549357753402	0.17509973049163818
extendlen_27_cycle_5_0	1	extendlen_27_cycle_5_0_sample1.cif	0.8714422191977858	0.16926638782024384
